,fighter_name,id,type,matches
116772,Daniel Virginio,146303,f,"[(146303, 108169, 'win', 'May / 06 / 2016', '/events/1st-Round-Combat-1st-Round-Combat-2-52113'), (146303, 139851, 'win', 'Jul / 04 / 2015', '/events/XFCI-10-Night-of-Champions-46069'), (146303, 109033, 'win', 'Mar / 15 / 2015', '/events/XFCI-XFC-International-9-43887'), (146303, 77125, 'win', 'Sep / 27 / 2014', '/events/XFCI-XFC-International-6-39685'), (146303, 75187, 'win', 'Mar / 29 / 2014', '/events/VFI-VIP-Fight-International-2-36669'), (146303, 134049, 'loss', 'Oct / 04 / 2013', '/events/NP-Nocaute-Prime-32803')]"
116884,Michal Labus,146415,f,"[(146415, 123907, 'loss', 'Aug / 06 / 2016', '/events/Spartan-Fight-4-Bryczek-vs-Siwy-53119'), (146415, 207939, 'win', 'Dec / 19 / 2015', '/events/SFT-MMA-Fight-Night-4-49789'), (146415, 193277, 'win', 'Oct / 10 / 2015', '/events/Spartan-Fight-1-Browarski-vs-Stambrauskas-48709'), (146415, 163343, 'win', 'Jun / 19 / 2015', '/events/PLMMA-56-BielskoBiala-46807'), (146415, 133853, 'win', 'Mar / 21 / 2015', '/events/ICW-2-PLMMA-52-Bytom-44973')]"
116890,Wojciech Janusz,146421,f,"[(146421, 156397, 'loss', 'May / 20 / 2016', '/events/FEN-12-Feel-the-Force-50027'), (146421, 44714, 'loss', 'Nov / 07 / 2015', '/events/FEN-9-Go-For-It-48537'), (146421, 61426, 'win', 'Apr / 24 / 2015', '/events/FEN-7-Real-Combat-45521'), (146421, 86167, 'win', 'Mar / 14 / 2015', '/events/BA-7-Exped-Cup-44805'), (146421, 58681, 'win', 'Dec / 10 / 2014', '/events/Fighting-Zone-Cage-Time-1-41841'), (146421, 152467, 'win', 'Sep / 20 / 2014', '/events/GA-Fight-Night-2-40749')]"
116908,Roxane Teixeira,146439,f,"[(146439, 186033, 'loss', 'Jul / 04 / 2015', '/events/CS-Cage-Survivor-4-46467'), (146439, 163847, 'win', 'Dec / 13 / 2014', '/events/WWFC-Cage-Encounter-2-42633'), (146439, 136427, 'win', 'May / 10 / 2014', '/events/GFA-Gladiator-Fighting-Arena-38091'), (146439, 163189, 'win', 'May / 10 / 2014', '/events/GFA-Gladiator-Fighting-Arena-38091'), (146439, 145255, 'loss', 'Feb / 22 / 2014', '/events/GOTA-Gods-of-the-Arena-3-36587'), (146439, 117805, 'win', 'Feb / 22 / 2014', '/events/GOTA-Gods-of-the-Arena-3-36587'), (146439, 145255, 'loss', 'Mar / 09 / 2013', '/events/GOTA-Gods-of-the-Arena-2-32831')]"
117342,Ryutaro Watanabe,146873,f,"[(146873, 131383, 'win', 'Aug / 07 / 2016', '/events/Zst-Zst-52-Swat-154-53075'), (146873, 43505, 'draw', 'May / 24 / 2015', '/events/Zst-Zst-46-44383'), (146873, 61491, 'win', 'Nov / 23 / 2014', '/events/Zst-Zst-43-38691'), (146873, 147401, 'draw', 'Aug / 31 / 2014', '/events/Zst-Zst-42-38689'), (146873, 95987, 'loss', 'Jun / 29 / 2014', '/events/Zst-Zst-in-Yokosuka-Vol1-34721'), (146873, 136101, 'win', 'May / 25 / 2014', '/events/Zst-Zst-41-34719'), (146873, 82275, 'win', 'Feb / 09 / 2014', '/events/Zst-Zst-39-34443'), (146873, 96689, 'loss', 'Dec / 22 / 2013', '/events/Zst-Swat-53-34445'), (146873, 91393, 'draw', 'Oct / 12 / 2013', '/events/Zst-Zst-in-Yokosuka-32715')]"
117742,Myles Simpson,147273,f,"[(147273, 181001, 'loss', 'Jun / 24 / 2016', '/events/HFS-6-Ebersole-vs-Kennedy-53047'), (147273, 141761, 'win', 'Mar / 26 / 2016', '/events/Brace-38-Tamati-vs-Thomson-51381'), (147273, 146829, 'win', 'Nov / 20 / 2015', '/events/EMMA-Eternal-MMA-13-49115'), (147273, 147275, 'loss', 'Jun / 13 / 2015', '/events/Valor-Fight-11-Three-Year-Anniversary-54101'), (147273, 96793, 'win', 'Jun / 13 / 2015', '/events/Valor-Fight-11-Three-Year-Anniversary-54101'), (147273, 22550, 'win', 'Jan / 31 / 2015', '/events/Valor-Fight-10-Brisbane-36547'), (147273, 131827, 'win', 'Sep / 13 / 2014', '/events/MMADU-MMA-Down-Under-6-40943'), (147273, 80197, 'win', 'Apr / 05 / 2014', '/events/MMADU-MMA-Down-Under-5-36667'), (147273, 147275, 'win', 'Sep / 21 / 2013', '/events/MMADU-MMA-Down-Under-4-39167')]"
117744,Jesse Medina,147275,f,"[(147275, 81154, 'loss', 'Aug / 13 / 2016', '/events/Brace-42-Catubig-vs-Mullarkey-51387'), (147275, 69044, 'loss', 'Jun / 17 / 2016', '/events/Minotaur-4-Demolition-53241'), (147275, 69044, 'win', 'Mar / 26 / 2016', '/events/Brace-38-Tamati-vs-Thomson-51381'), (147275, 132845, 'win', 'Mar / 04 / 2016', '/events/Minotaur-3-Carnage-50849'), (147275, 67565, 'win', 'Nov / 27 / 2015', '/events/Minotaur-2-Rampage-50577'), (147275, 183603, 'win', 'Aug / 01 / 2015', '/events/MMADU-MMA-Down-Under-7-47347'), (147275, 147273, 'win', 'Jun / 13 / 2015', '/events/Valor-Fight-11-Three-Year-Anniversary-54101'), (147275, 146829, 'win', 'Jun / 13 / 2015', '/events/Valor-Fight-11-Three-Year-Anniversary-54101'), (147275, 96851, 'win', 'Mar / 07 / 2015', '/events/EMMA-Eternal-MMA-9-44215'), (147275, 161043, 'win', 'Nov / 22 / 2014', '/events/Valor-Fight-9-Potter-vs-Dare-40055'), (147275, 178185, 'win', 'Sep / 13 / 2014', '/events/MMADU-MMA-Down-Under-6-40943'), (147275, 147273, 'loss', 'Sep / 21 / 2013', '/events/MMADU-MMA-Down-Under-4-39167')]"
117876,Takumi Suzuki,147407,f,"[(147407, 68323, 'win', 'Apr / 24 / 2016', '/events/Pancrase-277-48375'), (147407, 59997, 'win', 'Sep / 06 / 2015', '/events/Deep-Hamamatsu-Impact-2015-47547')]"
117884,Naoto Ayuta,147415,f,"[(147415, 190313, 'loss', 'Jun / 12 / 2016', '/events/Pancrase-278-48377'), (147415, 181833, 'win', 'Mar / 13 / 2016', '/events/Pancrase-276-48373'), (147415, 47392, 'loss', 'Nov / 01 / 2015', '/events/Pancrase-271-47245'), (147415, 40487, 'draw', 'Jul / 20 / 2015', '/events/Deep-Cage-Impact-2015-45829'), (147415, 184931, 'loss', 'May / 17 / 2015', '/events/Pancrase-Sapporo-44449'), (147415, 70169, 'win', 'Mar / 15 / 2015', '/events/Pancrase-265-43471'), (147415, 18888, 'loss', 'Dec / 06 / 2014', '/events/Pancrase-263-37153'), (147415, 56894, 'loss', 'Aug / 10 / 2014', '/events/Pancrase-260-34003'), (147415, 82844, 'loss', 'Apr / 20 / 2014', '/events/Pancrase-Bayside-Fight-3-35725'), (147415, 148417, 'win', 'Dec / 08 / 2013', '/events/Pancrase-255-26431'), (147415, 147417, 'loss', 'Sep / 07 / 2013', '/events/Pancrase-251-28007'), (147415, 48279, 'win', 'Jul / 21 / 2013', '/events/Pancrase-Pancrase-Gate-11th-Chance-26423'), (147415, 58646, 'win', 'Jul / 21 / 2013', '/events/Pancrase-Pancrase-Gate-11th-Chance-26423')]"
117974,Klebio Ramos da Silva,147505,f,"[(147505, 199953, 'win', 'Aug / 05 / 2016', '/events/Thunder-Fight-8-Silverio-vs-Nunes-53747'), (147505, 153455, 'win', 'Apr / 09 / 2016', '/events/Batalha-MMA-2-Reviravolta-vs-Saniba-51353'), (147505, 150167, 'loss', 'Nov / 21 / 2015', '/events/Batalha-MMA-1-Rasputin-vs-Dykeman-47573'), (147505, 118841, 'loss', 'Sep / 19 / 2015', '/events/Thunder-Fight-5-Para-vs-Negao-48111'), (147505, 180357, 'win', 'May / 16 / 2015', '/events/SSF-Contender-Fight-6-Galego-vs-Baiano-45915'), (147505, 122235, 'loss', 'Dec / 19 / 2014', '/events/Thunder-Fight-2-MMA-Championship-42725'), (147505, 131203, 'win', 'Oct / 11 / 2014', '/events/Heroes-FC-Heroes-Fight-Championship-3-41767'), (147505, 146183, 'loss', 'Dec / 02 / 2012', '/events/PFMMA-Pro-Fight-MMA-Brasil-21-33117')]"
118392,Diego Tavares de Souza,147923,f,"[(147923, 38216, 'loss', 'Oct / 12 / 2013', '/events/RP-Combat-MMA-Com-Seguranca-33191')]"
118846,Irene Aldana,148377,f,"[(148377, 71307, 'win', 'Mar / 11 / 2016', '/events/Invicta-FC-16-Hamasaki-vs-Brown-50635'), (148377, 18248, 'loss', 'Jul / 09 / 2015', '/events/Invicta-FC-13-Cyborg-vs-Van-Duin-44523'), (148377, 50014, 'win', 'Feb / 27 / 2015', '/events/Invicta-FC-11-Cyborg-vs-Tweet-43765'), (148377, 91565, 'win', 'Sep / 06 / 2014', '/events/Invicta-FC-8-Waterson-vs-Tamada-38891'), (148377, 144115, 'loss', 'Dec / 21 / 2013', '/events/JF-Jungle-Fight-63-34391'), (148377, 50397, 'win', 'Oct / 12 / 2013', '/events/XK-21-Xtreme-Kombat-21-33305'), (148377, 148385, 'win', 'Oct / 12 / 2013', '/events/XK-21-Xtreme-Kombat-21-33305'), (148377, 143037, 'win', 'Oct / 17 / 2012', '/events/GEX-Old-Jacks-Fight-Night-33307')]"
118876,Jacob Bohn,148407,f,"[(148407, 53695, 'win', 'Aug / 06 / 2016', '/events/CFFC-60-Webb-vs-Steele-53383'), (148407, 76052, 'loss', 'Feb / 27 / 2016', '/events/CFFC-56-Wells-vs-Walo-51525'), (148407, 76058, 'win', 'Dec / 04 / 2015', '/events/CFFC-53-Spohn-vs-Anyanwu-49479'), (148407, 144877, 'win', 'Aug / 22 / 2015', '/events/GOTC-MMA-Gladiators-of-the-Cage-18-47533'), (148407, 84313, 'win', 'Aug / 09 / 2014', '/events/Gladiators-of-the-Cage-The-North-Shores-Rise-to-Power-6-40005'), (148407, 152985, 'win', 'Jun / 14 / 2014', '/events/Gladiators-of-the-Cage-The-North-Shores-Rise-to-Power-5-40007'), (148407, 60415, 'loss', 'Apr / 26 / 2014', '/events/CFFC-35-Heckman-vs-Makashvili-37415')]"
119146,Jeremias Henrique,148677,f,"[(148677, 212543, 'loss', 'Nov / 07 / 2015', '/events/FGC-Federal-Gladiators-Combat-1-49185'), (148677, 106915, 'win', 'Jun / 11 / 2015', '/events/CF-Capital-Fight-6-46401'), (148677, 78837, 'win', 'Sep / 27 / 2014', '/events/FF-Federal-Fight-39577'), (148677, 80568, 'win', 'May / 01 / 2014', '/events/THF-The-Hill-Fighters-36703'), (148677, 129491, 'win', 'Oct / 12 / 2013', '/events/COF-Centro-Oeste-Fight-3-33377')]"
119648,Daniel Birisu,149179,a,[]
120064,Jujeath Nagaowa,149595,f,"[(149595, 199205, 'win', 'Jul / 30 / 2016', '/events/WSOFGC-3-World-Series-of-Fighting-Global-Championship-Philippines-52761'), (149595, 171427, 'win', 'Dec / 05 / 2014', '/events/One-FC-23-Warriors-Way-40283'), (149595, 93219, 'win', 'May / 02 / 2014', '/events/One-FC-15-Rise-of-Heroes-36259')]"
120238,Megan Anderson,149769,f,"[(149769, 91565, 'win', 'Jul / 29 / 2016', '/events/Invicta-FC-18-Grasso-vs-Esquibel-53045'), (149769, 46520, 'win', 'May / 07 / 2016', '/events/Invicta-FC-17-Evinger-vs-Schneider-51485'), (149769, 166447, 'win', 'Jan / 16 / 2016', '/events/Invicta-FC-15-Cyborg-vs-Ibragimova-49145'), (149769, 42457, 'loss', 'Sep / 12 / 2015', '/events/Invicta-FC-14-Evinger-vs-Kianzad-46759'), (149769, 149767, 'win', 'Dec / 06 / 2014', '/events/Roshambo-MMA-4-In-the-Cage-39361'), (149769, 179189, 'win', 'Oct / 11 / 2014', '/events/Nitro-MMA-Nitro-12-39359'), (149769, 115985, 'win', 'Jul / 26 / 2014', '/events/Roshambo-MMA-3-In-the-Cage-36443'), (149769, 164517, 'win', 'Apr / 12 / 2014', '/events/FWC-17-FightWorld-Cup-17-37191'), (149769, 149767, 'loss', 'Nov / 16 / 2013', '/events/FWC-16-FightWorld-Cup-16-33651')]"
120288,Regis Muyambo,149819,f,"[(149819, 209389, 'win', 'Aug / 05 / 2016', '/events/EFC-52-EFC-Worldwide-52-53593'), (149819, 203765, 'loss', 'Aug / 08 / 2015', '/events/EFC-Extreme-Fighting-Championship-42-46309'), (149819, 86651, 'loss', 'May / 07 / 2015', '/events/EFC-Extreme-Fighting-Championship-39-43417'), (149819, 117817, 'loss', 'Nov / 06 / 2014', '/events/EFC-Extreme-Fighting-Championship-35-39699'), (149819, 149817, 'loss', 'Jun / 05 / 2014', '/events/EFC-Africa-Extreme-Fighting-Championship-Africa-30-36831'), (149819, 162775, 'win', 'Mar / 27 / 2014', '/events/EFC-Africa-Extreme-Fighting-Championship-Africa-28-35165'), (149819, 74806, 'win', 'Nov / 07 / 2013', '/events/EFC-Africa-Extreme-Fighting-Championship-Africa-25-32789')]"
120346,Lloyd Manning,149877,f,"[(149877, 201741, 'win', 'Feb / 27 / 2016', '/events/BAMMA-24-Kone-vs-Phillips-47917')]"
120504,Mamadou Gueye,150035,f,"[(150035, 86308, 'win', 'May / 14 / 2016', '/events/WWFC-Warriors-Honor-2-52433'), (150035, 87145, 'win', 'Apr / 16 / 2016', '/events/WCA-2-Fight-Night-51285'), (150035, 136435, 'loss', 'Jun / 13 / 2015', '/events/WFCA-3-Grozny-Battle-46471'), (150035, 84263, 'loss', 'Feb / 21 / 2015', '/events/BAMMA-18-Duquesnoy-vs-Klaczek-41133'), (150035, 123193, 'win', 'Jan / 31 / 2015', '/events/10037-Fight-24-Punishment-43207'), (150035, 184473, 'win', 'Dec / 20 / 2014', '/events/10037-Fight-Contenders-25-42869'), (150035, 97811, 'win', 'Nov / 29 / 2014', '/events/10037-Fight-Contenders-24-42535'), (150035, 184465, 'win', 'Nov / 29 / 2014', '/events/10037-Fight-Contenders-24-42535'), (150035, 123195, 'loss', 'Feb / 15 / 2014', '/events/10037-Fight-18-VIP-36021'), (150035, 138995, 'win', 'Dec / 14 / 2013', '/events/10037-Fight-Contenders-21-34421'), (150035, 107505, 'win', 'Dec / 14 / 2013', '/events/10037-Fight-Contenders-21-34421'), (150035, 150037, 'win', 'Oct / 26 / 2013', '/events/OFC-Octagon-Fighting-Club-7-33557')]"
120582,Sizwe Mnikathi,150113,f,"[(150113, 71278, 'loss', 'Mar / 05 / 2016', '/events/EFC-Extreme-Fighting-Championship-47-50873'), (150113, 75937, 'win', 'Aug / 28 / 2015', '/events/EFC-Extreme-Fighting-Championship-43-46311'), (150113, 197067, 'loss', 'May / 07 / 2015', '/events/EFC-Extreme-Fighting-Championship-39-43417'), (150113, 74807, 'win', 'Apr / 04 / 2015', '/events/EFC-Extreme-Fighting-Championship-38-43419'), (150113, 168479, 'win', 'Nov / 06 / 2014', '/events/EFC-Extreme-Fighting-Championship-35-39699'), (150113, 175425, 'win', 'Aug / 30 / 2014', '/events/EFC-Extreme-Fighting-Championship-33-38261'), (150113, 167489, 'win', 'Aug / 07 / 2014', '/events/EFC-Extreme-Fighting-Championship-32-38259'), (150113, 171251, 'loss', 'Jul / 03 / 2014', '/events/EFC-Africa-Extreme-Fighting-Championship-Africa-31-38257'), (150113, 150111, 'loss', 'Mar / 23 / 2013', '/events/Imagine-FC-20-Imagine-Fighting-Championship-2-33731')]"
120610,Stephen Cervantes,150141,f,"[(150141, 45110, 'loss', 'May / 19 / 2016', '/events/TPF-27-Tachi-Palace-Fights-27-51789'), (150141, 104831, 'win', 'Nov / 21 / 2015', '/events/CFC-Conquer-Fighting-Championships-49141'), (150141, 24950, 'win', 'Jul / 11 / 2015', '/events/DFD-Duel-for-Domination-12-47265'), (150141, 198297, 'win', 'May / 16 / 2015', '/events/RXMMA-Rocks-Xtreme-MMA-14-45899'), (150141, 133707, 'win', 'Jan / 24 / 2015', '/events/Eleven-O2-Promotions-Elite-Combat-Series-1-44059'), (150141, 119273, 'win', 'Mar / 29 / 2014', '/events/Triple-A-MMA-5-Redemption-At-The-Rock-36053'), (150141, 156939, 'win', 'Jan / 16 / 2014', '/events/Triple-A-MMA-4-Caged-Hostility-35185')]"
120654,Pedro Falcao,150185,f,"[(150185, 144933, 'win', 'Jul / 31 / 2016', '/events/Shooto-Brazil-65-53829'), (150185, 132695, 'win', 'May / 22 / 2016', '/events/Shooto-Brazil-63-52483'), (150185, 153627, 'win', 'Dec / 05 / 2015', '/events/Shooto-Brazil-60-49333'), (150185, 82100, 'loss', 'Aug / 21 / 2015', '/events/RFA-29-USA-vs-Brazil-47355'), (150185, 2519, 'loss', 'Jul / 04 / 2015', '/events/XFCI-10-Night-of-Champions-46069'), (150185, 175505, 'win', 'Dec / 13 / 2014', '/events/XFCI-XFC-International-8-42347'), (150185, 88197, 'win', 'Nov / 22 / 2013', '/events/BFC-Combat-Brazilians-Fighters-Champions-33747'), (150185, 120873, 'win', 'Jun / 15 / 2013', '/events/AFC-Combat-Andrade-vs-Falcao-35201'), (150185, 49793, 'win', 'Sep / 09 / 2012', '/events/CC-Ciprianos-Combat-2-35115'), (150185, 137035, 'win', 'Dec / 11 / 2011', '/events/JFC-Jarutas-Fight-Combat-7-35199'), (150185, 156255, 'win', 'Jul / 09 / 2011', '/events/CC-Ciprianos-Combat-1-35117')]"
120938,Paulo Castro,150469,f,"[(150469, 198251, 'loss', 'May / 09 / 2015', '/events/MC-Mr-Cage-17-45669'), (150469, 0, 'loss', 'May / 18 / 2014', '/events/RSF-Roraima-Show-Fight-120-38165'), (150469, 31413, 'loss', 'Nov / 08 / 2013', '/events/XFC-Xtreme-Fisiomaq-Combat-2-33793')]"
120966,Cesar Balmaceda,150497,f,"[(150497, 138827, 'win', 'Aug / 06 / 2016', '/events/CFFC-60-Webb-vs-Steele-53383')]"
122216,Fatima Mallett,151747,a,[]
122236,Wataru Mimura,151767,f,"[(151767, 225951, 'win', 'Jul / 31 / 2016', '/events/Pancrase-Osaka-53093'), (151767, 120417, 'win', 'Mar / 01 / 2015', '/events/DXFC-Demolition-23-44311'), (151767, 185385, 'win', 'Dec / 21 / 2014', '/events/Heat-Heat-34-42083'), (151767, 157975, 'draw', 'Feb / 23 / 2014', '/events/Heat-Heat-30-34691'), (151767, 149801, 'win', 'Nov / 24 / 2013', '/events/Demolition-Project-Demolition-18-33667')]"
122322,AmberLynn Orr,151853,f,"[(151853, 193533, 'loss', 'Jul / 29 / 2016', '/events/Invicta-FC-18-Grasso-vs-Esquibel-53045')]"
122374,Maryna Moroz,151905,f,"[(151905, 123439, 'win', 'Aug / 06 / 2016', '/events/UFC-Fight-Night-92-Rodriguez-vs-Caceres-52851'), (151905, 179481, 'win', 'Apr / 10 / 2016', '/events/UFC-Fight-Night-86-Rothwell-vs-Dos-Santos-50295'), (151905, 21851, 'loss', 'Aug / 23 / 2015', '/events/UFC-Fight-Night-74-Holloway-vs-Oliveira-42225'), (151905, 94103, 'win', 'Apr / 11 / 2015', '/events/UFC-Fight-Night-64-Gonzaga-vs-Cro-Cop-2-42189'), (151905, 153807, 'win', 'Nov / 01 / 2014', '/events/XFCI-XFC-International-7-41221'), (151905, 149211, 'win', 'Sep / 07 / 2014', '/events/IMAT-Moroz-vs-Avdeeva-40427'), (151905, 84016, 'win', 'Aug / 24 / 2014', '/events/Kunlun-Fight-8-World-Tour-39445'), (151905, 165983, 'win', 'Jun / 01 / 2014', '/events/Kunlun-Fight-5-World-Tour-39435'), (151905, 141545, 'win', 'Nov / 23 / 2013', '/events/OC-Oplot-Challenge-89-34139')]"
122974,Patrick Benson,152505,f,"[(152505, 125259, 'loss', 'Jul / 30 / 2016', '/events/WSOF-32-Moraes-vs-Hill-2-50201'), (152505, 114485, 'win', 'Feb / 20 / 2016', '/events/SFL-46-SFL-America-8-51311')]"
122976,Carlos Augusto Santos da Silva,152507,f,"[(152507, 180403, 'win', 'Jul / 30 / 2016', '/events/JF-Jungle-Fight-89-53591'), (152507, 225825, 'win', 'May / 27 / 2016', '/events/AFC-Aspera-Fighting-Championship-38-51805'), (152507, 153925, 'win', 'Dec / 26 / 2015', '/events/SPF-Super-Pitbull-Fight-41-49719'), (152507, 201101, 'win', 'Jun / 06 / 2015', '/events/POF-Personal-Open-Fight-7-46543'), (152507, 155973, 'win', 'Jun / 06 / 2015', '/events/SPF-Super-Pitbull-Fight-38-50801'), (152507, 167357, 'win', 'May / 16 / 2015', '/events/POF-Personal-Open-Fight-6-45879'), (152507, 180487, 'win', 'Apr / 11 / 2015', '/events/NFT-Fight-Team-Na-Bruta-Fight-2-47257'), (152507, 96651, 'loss', 'Nov / 13 / 2014', '/events/Coalizao-Fight-4-Mondragon-vs-Gallotti-41347'), (152507, 80733, 'loss', 'Nov / 30 / 2013', '/events/POF-Personal-Open-Fight-2-34067')]"
123096,Jose Alberto Quinonez,152627,f,"[(152627, 111777, 'win', 'Jun / 06 / 2015', '/events/UFC-Fight-Night-68-Boetsch-vs-Henderson-42203'), (152627, 13428, 'loss', 'Nov / 15 / 2014', '/events/UFC-180-Werdum-vs-Hunt-37549'), (152627, 101995, 'loss', 'Nov / 15 / 2013', '/events/EFA-Mexico-vs-Brazil-34277'), (152627, 181243, 'win', 'Oct / 05 / 2013', '/events/Combate-Extremo-Teco-vs-Gamboa-41753'), (152627, 13428, 'win', 'Aug / 02 / 2013', '/events/FCM-Fight-Club-Mexico-3-41755'), (152627, 181649, 'win', 'Mar / 16 / 2013', '/events/FCM-Fight-Club-Mexico-2-41869')]"
123568,Hyun Man Myung,153099,f,"[(153099, 9068, 'loss', 'Apr / 16 / 2016', '/events/Road-FC-30-Road-Fighting-Championship-30-51721'), (153099, 214339, 'win', 'Dec / 26 / 2015', '/events/Road-FC-27-Road-Fighting-Championship-27-48369'), (153099, 19229, 'win', 'Oct / 09 / 2015', '/events/Road-FC-26-Road-Fighting-Championship-26-47523'), (153099, 10038, 'loss', 'Sep / 12 / 2014', '/events/Revolution-2-Start-of-the-Revolution-40221'), (153099, 86532, 'win', 'Mar / 23 / 2013', '/events/Revolution-1-The-Return-of-Legend-28905')]"
124040,Tetsuya Seki,153571,f,"[(153571, 82273, 'win', 'Aug / 07 / 2016', '/events/Zst-Zst-52-Swat-154-53075'), (153571, 38596, 'loss', 'Oct / 18 / 2015', '/events/Zst-Zst-48-44403'), (153571, 82517, 'loss', 'Aug / 01 / 2015', '/events/Zst-Zst-in-Yokosuka-Vol2-44389'), (153571, 41731, 'win', 'May / 24 / 2015', '/events/Zst-Zst-Challenge-141-44381'), (153571, 86603, 'loss', 'Nov / 23 / 2014', '/events/Zst-Zst-43-38691'), (153571, 53708, 'win', 'Aug / 31 / 2014', '/events/Zst-Zst-42-38689'), (153571, 61491, 'win', 'Jun / 29 / 2014', '/events/Zst-Zst-in-Yokosuka-Vol1-34721'), (153571, 117145, 'loss', 'Dec / 22 / 2013', '/events/Zst-Swat-53-34445')]"
124576,Lukas Campos,154107,f,"[(154107, 209395, 'loss', 'Jul / 30 / 2016', '/events/JF-Jungle-Fight-89-53591'), (154107, 105597, 'loss', 'May / 21 / 2016', '/events/JF-Jungle-Fight-87-52415'), (154107, 72832, 'loss', 'Mar / 12 / 2016', '/events/Imortal-FC-3-Resistance-50677'), (154107, 118613, 'win', 'Jan / 23 / 2016', '/events/JF-Jungle-Fight-85-50039'), (154107, 150579, 'loss', 'Aug / 22 / 2015', '/events/JF-Jungle-Fight-80-46859'), (154107, 180895, 'win', 'Apr / 25 / 2015', '/events/HFC-Higen-Fight-Championship-3-46023'), (154107, 154109, 'win', 'Dec / 06 / 2013', '/events/BCF-Balada-Combat-Fight-34571')]"
124592,Solimar Naiva,154123,f,"[(154123, 50348, 'loss', 'Jul / 04 / 2015', '/events/TWC-The-Warriors-Combat-2-45385'), (154123, 86750, 'win', 'Nov / 22 / 2014', '/events/Stone-MMA-Stone-Mixed-Martial-Arts-40015'), (154123, 87947, 'win', 'Dec / 20 / 2013', '/events/COF-Centro-Oeste-Fight-4-34573')]"
124598,Hugo Matheus,154129,f,"[(154129, 117923, 'win', 'Mar / 19 / 2016', '/events/AFC-Aspera-Fighting-Championship-33-51351'), (154129, 38013, 'loss', 'Sep / 18 / 2015', '/events/Fight-Time-Promotions-Fight-Time-27-46253'), (154129, 114609, 'win', 'Sep / 05 / 2015', '/events/SHC-Strikers-House-Cup-53-47953'), (154129, 149591, 'win', 'Dec / 14 / 2014', '/events/Elite-MMA-Military-Martial-Arts-42679'), (154129, 151211, 'win', 'Feb / 23 / 2014', '/events/FTD-Face-the-Danger-4-36073'), (154129, 129349, 'win', 'Jan / 17 / 2014', '/events/RMC-Red-Mission-Cup-35207')]"
125120,Joshua Pacio,154651,f,"[(154651, 176461, 'win', 'Aug / 13 / 2016', '/events/One-Championship-45-Heroes-of-the-World-53723'), (154651, 46289, 'win', 'Apr / 15 / 2016', '/events/One-Championship-41-Global-Rivals-49615'), (154651, 210125, 'win', 'Mar / 26 / 2016', '/events/TLC-Team-Lakay-Championship-10-51379'), (154651, 73114, 'win', 'Mar / 26 / 2016', '/events/TLC-Team-Lakay-Championship-10-51379'), (154651, 73112, 'win', 'Oct / 24 / 2015', '/events/Spartacus-MMA-Spartacus-MMA-48625'), (154651, 191625, 'win', 'Aug / 01 / 2015', '/events/Fullcon-Fighting-Championship-2-FFC-2-48621'), (154651, 193225, 'win', 'Mar / 21 / 2015', '/events/TLC-Team-Lakay-Championship-9-44955'), (154651, 154653, 'win', 'Dec / 14 / 2013', '/events/TLC-Team-Lakay-Championship-8-34727')]"
125398,Luke Shanks,154929,a,[]
125508,Tsuyoshi Abe,155039,f,"[(155039, 76176, 'win', 'Jun / 12 / 2016', '/events/Shooto-Torao-18-52273'), (155039, 56157, 'loss', 'Apr / 10 / 2016', '/events/Shooto-Torao-Nation-State-Force-05-51489'), (155039, 197719, 'loss', 'Dec / 06 / 2015', '/events/Shooto-Torao-Nation-State-Force-04-48299'), (155039, 189233, 'loss', 'Sep / 06 / 2015', '/events/Shooto-Border-Season-7-The-2nd-47091'), (155039, 194493, 'win', 'Apr / 12 / 2015', '/events/Shooto-Torao-Nation-State-Force-03-43787'), (155039, 97117, 'draw', 'May / 25 / 2014', '/events/Shooto-Torao-13th-37837')]"
125742,Levy Saul Marroquin Salazar,155273,f,"[(155273, 188231, 'win', 'Oct / 02 / 2015', '/events/TSC-6-The-Supreme-Cage-6-48549'), (155273, 113949, 'win', 'Feb / 21 / 2014', '/events/RDC-MMA-Reto-de-Campeones-2-36317'), (155273, 155275, 'win', 'Dec / 07 / 2013', '/events/TSC-4-Luque-vs-Perez-34855'), (155273, 155277, 'win', 'Jun / 29 / 2013', '/events/TSC-3-New-Blood-34853')]"
125748,Kike Gonzalez,155279,f,"[(155279, 155247, 'win', 'Sep / 06 / 2014', '/events/TSC-5-The-Supreme-Cage-5-40381'), (155279, 155281, 'win', 'Dec / 07 / 2013', '/events/TSC-4-Luque-vs-Perez-34855')]"
126050,Aaron Lacey,155581,f,"[(155581, 44093, 'win', 'Aug / 05 / 2016', '/events/NEF-Lookin-for-a-Fight-53865'), (155581, 69326, 'win', 'Apr / 23 / 2016', '/events/NEF-22-All-Roads-Lead-Here-53871')]"
126076,Devin Carrier,155607,f,"[(155607, 55671, 'win', 'Apr / 16 / 2016', '/events/CES-MMA-35-Jeudi-vs-Gonzalez-51119'), (155607, 48527, 'loss', 'Nov / 07 / 2015', '/events/Cage-Titans-FC-Cage-Titans-26-48337')]"
126168,Colby Grayson,155699,f,"[(155699, 195501, 'loss', 'Apr / 29 / 2016', '/events/SEC-Star-Elite-Cage-Fighting-53889'), (155699, 112269, 'loss', 'Apr / 02 / 2016', '/events/ExciteFight-MMA-Mission-Mayhem-51567')]"
