,fighter_name,id,type,matches
105742,Simone Aparecida da Silva Duarte,135273,f,"[(135273, 136645, 'win', 'Jul / 30 / 2016', '/events/JF-Jungle-Fight-89-53591'), (135273, 203759, 'win', 'May / 21 / 2016', '/events/JF-Jungle-Fight-87-52415'), (135273, 205529, 'win', 'Jan / 23 / 2016', '/events/JF-Jungle-Fight-85-50039'), (135273, 108179, 'win', 'May / 17 / 2013', '/events/Shooto-Brazil-39-28367')]"
105802,Bartosz Chyrek,135333,f,"[(135333, 77773, 'win', 'Dec / 19 / 2015', '/events/SFT-MMA-Fight-Night-4-49789'), (135333, 179185, 'loss', 'May / 02 / 2015', '/events/M1-Challenge-57-Battle-in-the-Heart-of-the-Continent-43315'), (135333, 90011, 'loss', 'Oct / 17 / 2014', '/events/M1-Challenge-52-Battle-of-Narts-40175'), (135333, 91919, 'win', 'May / 31 / 2014', '/events/Bat-Bowke-Duet-4-Fight-Night-38511'), (135333, 160551, 'win', 'Feb / 21 / 2014', '/events/LF-Legion-Fight-19-37095'), (135333, 133845, 'win', 'Nov / 23 / 2013', '/events/PLMMA-25-Chelm-34251'), (135333, 124741, 'win', 'May / 18 / 2013', '/events/PLMMA-17-Extra-Warmia-Heroes-30005')]"
106292,Luis Nenem,135823,f,"[(135823, 168413, 'loss', 'Dec / 19 / 2015', '/events/PF-Porto-Fight-7-50563'), (135823, 161679, 'loss', 'Mar / 08 / 2014', '/events/REF-Rock-Extreme-Fight-1-36919'), (135823, 0, 'win', 'Aug / 14 / 2011', '/events/SPF-Super-Pitbull-Fight-30419')]"
107114,Bianca Daimoni,136645,f,"[(136645, 135273, 'loss', 'Jul / 30 / 2016', '/events/JF-Jungle-Fight-89-53591'), (136645, 228241, 'win', 'Jun / 11 / 2016', '/events/Samurai-FC-PFE-13-Bushido-53375'), (136645, 149325, 'win', 'Aug / 08 / 2015', '/events/AFC-MMA-Americas-Fighting-Championship-5-47205'), (136645, 146441, 'win', 'May / 10 / 2014', '/events/Talent-Draft-MMA-2-Sao-Jose-dos-Pinhais-37503'), (136645, 69518, 'loss', 'Feb / 08 / 2014', '/events/XFCI-XFC-International-1-34921'), (136645, 146455, 'win', 'Oct / 12 / 2013', '/events/FF-Floripa-Fight-9-32845'), (136645, 140261, 'win', 'Jul / 13 / 2013', '/events/IMMAF-Imbituba-MMA-Fight-2013-30947'), (136645, 61435, 'win', 'May / 25 / 2013', '/events/SHC-Strikers-House-Cup-26-30631')]"
107202,Maharbek Karginov,136733,f,"[(136733, 145199, 'win', 'May / 06 / 2016', '/events/ACB-35-In-Memory-of-Guram-Gugenishvili-51977'), (136733, 60333, 'win', 'Dec / 27 / 2015', '/events/ACB-28-Young-Eagles-4-49733'), (136733, 84435, 'win', 'Feb / 21 / 2015', '/events/OC-Oplot-Challenge-108-44205'), (136733, 60187, 'win', 'Sep / 26 / 2014', '/events/OC-Oplot-Challenge-102-40871'), (136733, 148101, 'win', 'Feb / 15 / 2014', '/events/OC-Oplot-Challenge-100-35995'), (136733, 154529, 'win', 'Dec / 21 / 2013', '/events/OC-Oplot-Challenge-93-34677'), (136733, 136735, 'win', 'May / 30 / 2013', '/events/Federation-of-MMA-of-Russia-Star-Fight-15-30623')]"
108004,Claudia Rey,137535,f,"[(137535, 194325, 'win', 'Apr / 04 / 2015', '/events/AFC-Aspera-FC-17-45121'), (137535, 174615, 'win', 'Aug / 09 / 2014', '/events/AFC-Aspera-FC-10-38537'), (137535, 159519, 'win', 'Feb / 15 / 2014', '/events/SHC-Strikers-House-Cup-34-36015'), (137535, 158099, 'win', 'Feb / 08 / 2014', '/events/NCF-Nitrix-Champion-Fight-19-35533'), (137535, 127411, 'win', 'Aug / 24 / 2013', '/events/SMMA-Sparta-MMA-8-32121'), (137535, 137537, 'win', 'Jun / 15 / 2013', '/events/Sparta-MMA-7-Lets-Do-This-30833')]"
108358,Diego Barbosa,137889,f,"[(137889, 224507, 'loss', 'Jul / 30 / 2016', '/events/JF-Jungle-Fight-89-53591'), (137889, 188389, 'win', 'Nov / 28 / 2015', '/events/JF-Jungle-Fight-83-49397'), (137889, 88617, 'win', 'Apr / 11 / 2015', '/events/JF-Jungle-Fight-76-44009'), (137889, 141253, 'win', 'Jan / 10 / 2015', '/events/Team-Nogueira-Porto-Alegre-MMA-Circuit-1-42845'), (137889, 120359, 'loss', 'Aug / 10 / 2014', '/events/NCF-Nitrix-Champion-Fight-22-38675'), (137889, 73514, 'win', 'Apr / 12 / 2014', '/events/NCF-Nitrix-Champion-Fight-20-36643'), (137889, 147489, 'win', 'Nov / 03 / 2013', '/events/NCF-Nitrix-Champion-Fight-17-33115'), (137889, 138545, 'win', 'Aug / 10 / 2013', '/events/NCF-Nitrix-Champion-Fight-15-31373'), (137889, 37226, 'win', 'Jun / 15 / 2013', '/events/SHC-Strikers-House-Cup-27-30847')]"
108788,Nicco Montano,138319,f,"[(138319, 163747, 'loss', 'Feb / 20 / 2016', '/events/KOTC-Frozen-War-50855'), (138319, 90779, 'win', 'Nov / 20 / 2015', '/events/KOTC-Evolution-49195')]"
108962,Andre Ricardo Chaves Santos,138493,f,"[(138493, 95501, 'win', 'Aug / 22 / 2015', '/events/TFE-MMA-Baptism-Under-Fire-48093'), (138493, 16313, 'win', 'Sep / 20 / 2014', '/events/Samurai-Fight-Combat-11-Pride-Remember-40091'), (138493, 109073, 'loss', 'May / 10 / 2014', '/events/Talent-MMA-Circuit-9-Sao-Jose-dos-Pinhais-2014-36645'), (138493, 43787, 'win', 'Nov / 15 / 2013', '/events/EFA-Mexico-vs-Brazil-34277'), (138493, 114609, 'win', 'Jul / 13 / 2013', '/events/Smash-Smash-Fight-2-31025')]"
108984,Eric dos Santos,138515,f,"[(138515, 152665, 'win', 'Jul / 31 / 2016', '/events/Shooto-Brazil-65-53829'), (138515, 118687, 'loss', 'Nov / 13 / 2015', '/events/Shooto-Brazil-59-52585'), (138515, 134947, 'win', 'Sep / 27 / 2015', '/events/Shooto-Brazil-57-47467'), (138515, 183415, 'win', 'Nov / 21 / 2014', '/events/Shooto-Brazil-51-41621'), (138515, 103013, 'win', 'Aug / 24 / 2014', '/events/Shooto-Brazil-49-Fight-for-BOPE-4-39503'), (138515, 156617, 'win', 'Jan / 24 / 2014', '/events/Shooto-Brazil-46-35077'), (138515, 131361, 'win', 'Sep / 14 / 2013', '/events/Imperium-MMA-Pro-6-31917'), (138515, 138513, 'draw', 'Jun / 15 / 2013', '/events/PFL-Premier-Fight-League-10-30453')]"
109218,Thiago Luis Bonifacio Silva,138749,f,"[(138749, 138659, 'win', 'Apr / 21 / 2016', '/events/FLC-Festival-de-Lutas-da-CUFA-2-51857'), (138749, 144701, 'loss', 'Nov / 28 / 2015', '/events/JF-Jungle-Fight-83-49397'), (138749, 152885, 'win', 'Oct / 18 / 2015', '/events/Shooto-Brazil-58-Fight-for-BOPE-5-48517'), (138749, 70829, 'loss', 'May / 17 / 2015', '/events/Shooto-Brazil-54-45463'), (138749, 68557, 'loss', 'Aug / 17 / 2014', '/events/Road-FC-17-Road-Fighting-Championship-17-38951'), (138749, 88145, 'win', 'Jun / 07 / 2014', '/events/MFC-Mixed-Fighters-Championship-38433'), (138749, 49627, 'win', 'Apr / 06 / 2014', '/events/Road-FC-Korea-3-Korea-vs-Brazil-36477'), (138749, 128493, 'win', 'Jan / 09 / 2014', '/events/IFB-In-Fight-Beach-34709'), (138749, 73988, 'win', 'Dec / 22 / 2013', '/events/Barra-Combat-2-MMA-and-Muay-Thai-36245'), (138749, 13697, 'loss', 'Nov / 05 / 2013', '/events/Team-Nogueira-MMA-Circuit-4-33743'), (138749, 132685, 'win', 'Jun / 29 / 2013', '/events/JF-Jungle-Fight-54-29605'), (138749, 25455, 'loss', 'Dec / 18 / 2011', '/events/FTF-Face-to-Face-5-19581'), (138749, 88145, 'win', 'Nov / 27 / 2010', '/events/AC-Arena-Combat-2-33099'), (138749, 116193, 'win', 'May / 09 / 2009', '/events/DSMMA-Desafio-Samurai-de-MMA-21299')]"
109296,Dezhan Morgan,138827,f,"[(138827, 150497, 'loss', 'Aug / 06 / 2016', '/events/CFFC-60-Webb-vs-Steele-53383')]"
109602,Izic Fernandez,139133,f,"[(139133, 130765, 'loss', 'Aug / 11 / 2016', '/events/Combate-Americas-Combate-Ocho-53647'), (139133, 196007, 'win', 'Dec / 16 / 2015', '/events/Combate-Americas-Road-to-the-Championship-2-47569'), (139133, 151309, 'loss', 'Jul / 10 / 2015', '/events/Lights-Out-Bash-Entertainment-Fight-Night-at-Sportsmens-Lodge-3-46783'), (139133, 143701, 'win', 'Aug / 21 / 2014', '/events/FCOC-Fight-Club-OC-39603')]"
109752,Mukhamed Kokov,139283,f,"[(139283, 174923, 'loss', 'Mar / 09 / 2016', '/events/ACB-31-Magomedsharipov-vs-Arapkhanov-51007'), (139283, 114261, 'loss', 'Jun / 14 / 2015', '/events/ACB-20-Sochi-46611'), (139283, 92673, 'win', 'Mar / 21 / 2015', '/events/ACB-15-Grand-Prix-Berkut-2015-Stage-2-44207'), (139283, 145309, 'win', 'Sep / 26 / 2014', '/events/OC-Oplot-Challenge-102-40871'), (139283, 161971, 'win', 'May / 11 / 2014', '/events/OFS-Octagon-Fighting-Sensation-1-37879'), (139283, 127447, 'win', 'Apr / 06 / 2014', '/events/Absolute-Championship-Berkut-Grand-Prix-Berkut-5-37211'), (139283, 145309, 'win', 'Mar / 09 / 2014', '/events/Absolute-Championship-Berkut-Grand-Prix-Berkut-2-36593'), (139283, 154531, 'win', 'Dec / 21 / 2013', '/events/OC-Oplot-Challenge-93-34677'), (139283, 109491, 'win', 'Mar / 10 / 2013', '/events/KBR-MMA-Presidents-Cup-31155'), (139283, 82148, 'win', 'Jan / 19 / 2013', '/events/OC-Oplot-Challenge-28-31929')]"
109772,Edgar Barbosa,139303,f,"[(139303, 175519, 'win', 'Aug / 16 / 2014', '/events/GCC-Godoi-Combat-Ceres-39777'), (139303, 139305, 'win', 'Sep / 24 / 2011', '/events/Rockstrike-Fighting-Tournament-Trials-2-30267')]"
109938,Hector Saldana,139469,f,"[(139469, 145945, 'loss', 'Aug / 11 / 2016', '/events/Combate-Americas-Combate-Ocho-53647'), (139469, 128089, 'loss', 'Apr / 25 / 2016', '/events/Combate-Americas-Road-to-the-Championship-4-51763'), (139469, 91239, 'loss', 'Oct / 09 / 2015', '/events/RFA-31-Smith-vs-Marunde-47727'), (139469, 195275, 'win', 'Aug / 22 / 2015', '/events/Gladiator-Challenge-California-State-Championship-Series-47617')]"
110624,C.J. Ewer,140155,f,"[(140155, 189453, 'win', 'Aug / 05 / 2016', '/events/NEF-Lookin-for-a-Fight-53865'), (140155, 194651, 'win', 'Feb / 06 / 2016', '/events/NEF-21-The-Immortals-53873')]"
110654,Tetsuhiro Amano,140185,f,"[(140185, 229713, 'win', 'Aug / 07 / 2016', '/events/Grachan-One-More-Chance-Grachan-24-1MC-Vol-2-52917'), (140185, 146885, 'loss', 'Nov / 10 / 2013', '/events/Grachan-Grachan-11-32667')]"
110946,Alex Lohore,140477,f,"[(140477, 113035, 'win', 'May / 07 / 2016', '/events/UCMMA-47-Ultimate-Challenge-MMA-47-52291'), (140477, 176489, 'win', 'Feb / 06 / 2016', '/events/UCMMA-46-Ultimate-Challenge-MMA-46-50497'), (140477, 126165, 'win', 'Nov / 28 / 2015', '/events/TMT-MMA-Too-Much-Talent-Fight-Night-6-50451'), (140477, 148013, 'win', 'Nov / 07 / 2015', '/events/UCMMA-45-Ultimate-Challenge-MMA-45-47723'), (140477, 44295, 'loss', 'Oct / 17 / 2015', '/events/ROC-Rise-of-Champions-1-48045'), (140477, 206291, 'win', 'Sep / 05 / 2015', '/events/UCMMA-44-Ultimate-Challenge-MMA-44-47351'), (140477, 203729, 'win', 'Mar / 08 / 2015', '/events/FMMA-Fury-MMA-14-47223'), (140477, 74158, 'win', 'Feb / 07 / 2015', '/events/UCMMA-42-Ultimate-Challenge-MMA-42-43523'), (140477, 180031, 'win', 'Dec / 08 / 2014', '/events/Fury-MMA-12-Selvarajah-vs-Bogdan-43577')]"
111118,Aaron Khalid,140649,f,"[(140649, 77586, 'draw', 'Jun / 04 / 2016', '/events/Contenders-East-Anglia-Norwich-15-53003'), (140649, 209945, 'win', 'Apr / 30 / 2016', '/events/UFP-Ultimate-Fighting-Premiership-52269'), (140649, 79951, 'win', 'Nov / 14 / 2015', '/events/Ultimate-Impact-16-Miller-vs-Allen-48991'), (140649, 182007, 'loss', 'Nov / 01 / 2014', '/events/Pain-Pit-Fight-Night-11-Shockwave-41949'), (140649, 130529, 'win', 'Jun / 28 / 2014', '/events/UI-12-Boussif-vs-Wells-38921'), (140649, 72175, 'loss', 'Nov / 09 / 2013', '/events/SnA-15-Shock-n-Awe-15-33627'), (140649, 79951, 'win', 'Apr / 21 / 2013', '/events/TFC-Total-Full-Contact-50535')]"
111460,Yosuke Okada,140991,f,"[(140991, 0, 'win', 'May / 27 / 2012', '/events/Gladiator-Gladiator-35-28871')]"
111602,Sachiko Fujimori,141133,f,"[(141133, 209333, 'win', 'Nov / 23 / 2015', '/events/Deep-Jewels-10-47839'), (141133, 40762, 'loss', 'Aug / 09 / 2014', '/events/Deep-Jewels-5-38545'), (141133, 159371, 'win', 'Feb / 16 / 2014', '/events/Deep-Jewels-3-35983'), (141133, 139899, 'win', 'Nov / 04 / 2013', '/events/Deep-Jewels-2-32937'), (141133, 141135, 'win', 'Aug / 31 / 2013', '/events/Deep-Jewels-1-31081')]"
111862,Aspen Ladd,141393,f,"[(141393, 199033, 'win', 'Jul / 29 / 2016', '/events/Invicta-FC-18-Grasso-vs-Esquibel-53045'), (141393, 170067, 'win', 'Mar / 11 / 2016', '/events/Invicta-FC-16-Hamasaki-vs-Brown-50635'), (141393, 138223, 'win', 'Sep / 12 / 2015', '/events/Invicta-FC-14-Evinger-vs-Kianzad-46759'), (141393, 189753, 'win', 'Feb / 27 / 2015', '/events/Invicta-FC-11-Cyborg-vs-Tweet-43765')]"
112126,Alain Ngalani,141657,f,"[(141657, 46437, 'loss', 'Aug / 13 / 2016', '/events/One-Championship-45-Heroes-of-the-World-53723'), (141657, 55487, 'win', 'Nov / 13 / 2015', '/events/One-Championship-33-Pride-of-Lions-46885'), (141657, 91943, 'loss', 'Jul / 11 / 2014', '/events/One-FC-18-War-of-Dragons-38113'), (141657, 91943, 'NC', 'May / 30 / 2014', '/events/One-FC-16-Honor-and-Glory-36261'), (141657, 81804, 'loss', 'Dec / 06 / 2013', '/events/One-FC-13-Moment-of-Truth-33317'), (141657, 95543, 'win', 'Sep / 13 / 2013', '/events/One-FC-10-Champions-and-Warriors-30731')]"
112198,Daniel Crawford,141729,f,"[(141729, 170167, 'win', 'May / 21 / 2016', '/events/WFS-Warrior-Fight-Series-6-52973'), (141729, 102919, 'loss', 'Dec / 12 / 2015', '/events/PFN-Phoenix-Fight-Night-28-49651'), (141729, 107333, 'win', 'Oct / 17 / 2015', '/events/ROC-Rise-of-Champions-1-48045'), (141729, 93001, 'win', 'Feb / 21 / 2015', '/events/WFS-Warrior-Fight-Series-2-44203'), (141729, 29024, 'win', 'Dec / 07 / 2014', '/events/PFN-Phoenix-Fight-Night-42673'), (141729, 72476, 'win', 'Feb / 15 / 2014', '/events/CWFC-64-Cage-Warriors-Fighting-Championship-64-34863'), (141729, 45022, 'win', 'Oct / 05 / 2013', '/events/UCMMA-36-Ultimate-Challenge-MMA-36-29417'), (141729, 67550, 'win', 'Aug / 03 / 2013', '/events/UCMMA-35-Ultimate-Challenge-MMA-35-29415')]"
112244,Jamie Watterson,141775,f,"[(141775, 118761, 'win', 'Feb / 27 / 2016', '/events/Valor-Fight-13-Cook-vs-Cutcliffe-54105'), (141775, 152703, 'loss', 'Dec / 12 / 2015', '/events/Valor-Fight-12-Bradney-vs-Drummond-54103'), (141775, 165137, 'loss', 'Jun / 13 / 2015', '/events/Valor-Fight-11-Three-Year-Anniversary-54101'), (141775, 165145, 'loss', 'Feb / 28 / 2015', '/events/Valor-Fight-C-Series-7-43797'), (141775, 141759, 'win', 'Jun / 14 / 2014', '/events/Valor-Fight-8-Two-Year-Anniversary-38147')]"
112454,Radoslaw Tarnawa,141985,f,"[(141985, 171787, 'loss', 'Aug / 06 / 2016', '/events/Spartan-Fight-4-Bryczek-vs-Siwy-53119'), (141985, 171791, 'draw', 'Mar / 12 / 2016', '/events/Spartan-Fight-2-Browarski-vs-Polejay-49953'), (141985, 10484, 'win', 'Dec / 19 / 2015', '/events/SFT-MMA-Fight-Night-4-49789'), (141985, 202125, 'win', 'Jun / 19 / 2015', '/events/PLMMA-56-BielskoBiala-46807'), (141985, 135647, 'win', 'Mar / 01 / 2014', '/events/BA-5-Exped-Cup-36361')]"
112556,Wagner Maia,142087,f,"[(142087, 226957, 'win', 'Jun / 25 / 2016', '/events/WOCS-43-Watch-Out-Combat-Show-43-52987'), (142087, 141273, 'win', 'Oct / 24 / 2015', '/events/JF-Jungle-Fight-82-47859'), (142087, 179011, 'win', 'Jul / 04 / 2015', '/events/JF-Jungle-Fight-79-46665'), (142087, 177541, 'win', 'Sep / 21 / 2014', '/events/FA-Fatality-Arena-7-40169'), (142087, 0, 'win', 'Jun / 09 / 2012', '/events/AFC-AraraFight-Competition-5-Fighting-Against-Crack-31817')]"
113198,Oleg Bondar,142729,f,"[(142729, 161773, 'loss', 'May / 28 / 2016', '/events/ACB-39-Young-Eagles-10-52519'), (142729, 160959, 'loss', 'Oct / 04 / 2015', '/events/WFCA-9-Grozny-Battle-48335'), (142729, 113541, 'win', 'Aug / 28 / 2015', '/events/WF-West-Fight-15-47611'), (142729, 137779, 'win', 'May / 29 / 2015', '/events/WF-West-Fight-13-46167'), (142729, 166137, 'win', 'May / 24 / 2015', '/events/WF-West-Fight-12-46165'), (142729, 166135, 'win', 'Apr / 25 / 2015', '/events/WFC-Wolf-Fighting-Club-6-45485'), (142729, 164701, 'loss', 'Apr / 04 / 2015', '/events/WWFC-Cage-Encounter-3-43007'), (142729, 188727, 'loss', 'Jan / 31 / 2015', '/events/WWFC-Ukraine-Selection-4-43291'), (142729, 119633, 'win', 'Jan / 16 / 2015', '/events/CF-Combat-Fight-Night-45319'), (142729, 194189, 'win', 'Jan / 16 / 2015', '/events/CF-Combat-Fight-Night-45319'), (142729, 9517, 'win', 'Nov / 29 / 2014', '/events/RFP-Shaparenko-vs-Bondarenko-42495'), (142729, 110929, 'win', 'Oct / 24 / 2014', '/events/WFC-Wolf-Fighting-Club-4-41917'), (142729, 179081, 'win', 'Sep / 28 / 2014', '/events/RFP-Galychyny-Cup-41263'), (142729, 70890, 'loss', 'Jan / 11 / 2014', '/events/OC-Oplot-Challenge-95-35163'), (142729, 134585, 'loss', 'Jan / 19 / 2013', '/events/OC-Oplot-Challenge-28-31929'), (142729, 195491, 'win', 'Jun / 08 / 2012', '/events/WMMAF-World-MMA-Championship-2012-45321'), (142729, 195495, 'win', 'Jun / 08 / 2012', '/events/WMMAF-World-MMA-Championship-2012-45321')]"
113314,Alexa Grasso,142845,f,"[(142845, 66876, 'win', 'Jul / 29 / 2016', '/events/Invicta-FC-18-Grasso-vs-Esquibel-53045'), (142845, 71390, 'win', 'Feb / 27 / 2015', '/events/Invicta-FC-11-Cyborg-vs-Tweet-43765'), (142845, 72692, 'win', 'Dec / 05 / 2014', '/events/Invicta-FC-10-Waterson-vs-Tiburcio-40767'), (142845, 65896, 'win', 'Sep / 06 / 2014', '/events/Invicta-FC-8-Waterson-vs-Tamada-38891'), (142845, 113957, 'win', 'Aug / 31 / 2013', '/events/XK-20-Xtreme-Kombat-20-31957'), (142845, 143997, 'win', 'Aug / 31 / 2013', '/events/XK-20-Xtreme-Kombat-20-31957'), (142845, 142847, 'win', 'May / 11 / 2013', '/events/FHC-Fight-Hard-Championship-3-31959'), (142845, 143037, 'win', 'Dec / 19 / 2012', '/events/GEX-Old-Jacks-Fight-Night-31993')]"
113654,Taila Santos,143185,f,"[(143185, 184233, 'win', 'Aug / 13 / 2016', '/events/AFC-43-Baby-vs-Dragao-53803'), (143185, 209583, 'win', 'Nov / 21 / 2015', '/events/KOC-KO-Combate-2-49267'), (143185, 146455, 'win', 'Aug / 16 / 2015', '/events/AFC-Aspera-FC-23-46483'), (143185, 199673, 'win', 'Jun / 06 / 2015', '/events/AFC-Aspera-FC-20-45697'), (143185, 198445, 'win', 'May / 23 / 2015', '/events/AFC-Aspera-FC-19-45695'), (143185, 193549, 'win', 'May / 17 / 2015', '/events/Noxii-Noxii-Combat-1-45143'), (143185, 194329, 'win', 'Apr / 04 / 2015', '/events/AFC-Aspera-FC-17-45121'), (143185, 127505, 'win', 'Mar / 29 / 2015', '/events/AFC-Aspera-FC-16-45031'), (143185, 193189, 'win', 'Mar / 21 / 2015', '/events/MMA-Total-Combat-2-Carvalho-vs-Simetti-44941'), (143185, 150465, 'win', 'Feb / 01 / 2015', '/events/AFC-Aspera-FC-15-43883'), (143185, 90541, 'win', 'Sep / 27 / 2014', '/events/XFCI-XFC-International-6-39685'), (143185, 169801, 'win', 'Jul / 05 / 2014', '/events/UOC-University-of-Champions-1-38457'), (143185, 158099, 'win', 'Mar / 01 / 2014', '/events/AFC-Aspera-FC-4-36305'), (143185, 147215, 'win', 'Nov / 23 / 2013', '/events/Strikers-House-Cup-31-Fight-Against-Drugs-34145')]"
113728,Ulyses Aguila,143259,f,"[(143259, 85584, 'win', 'Jul / 29 / 2016', '/events/RFA-41-Clark-vs-Giles-53125'), (143259, 80621, 'win', 'Jun / 03 / 2016', '/events/SCC-Preserving-the-Arts-52763'), (143259, 217943, 'win', 'Apr / 02 / 2016', '/events/SCC-Superior-Combative-Championships-51555'), (143259, 43653, 'win', 'Jan / 09 / 2016', '/events/DWTC-Dominion-Warrior-Tri-Combat-49973'), (143259, 203813, 'win', 'Sep / 12 / 2015', '/events/XKO-Xtreme-Knockout-27-47867'), (143259, 180143, 'loss', 'Jun / 27 / 2015', '/events/XKO-Xtreme-Knockout-26-46603'), (143259, 17828, 'win', 'Mar / 28 / 2015', '/events/XKO-Xtreme-Knockout-25-44447')]"
113948,Anthony Ivy,143479,f,"[(143479, 229841, 'win', 'Jul / 29 / 2016', '/events/RFA-41-Clark-vs-Giles-53125'), (143479, 115491, 'loss', 'Feb / 19 / 2016', '/events/Bellator-149-Shamrock-vs-Gracie-48855'), (143479, 151757, 'win', 'Aug / 28 / 2015', '/events/RXMMA-Rocks-Xtreme-MMA-16-47619')]"
114008,Thomas Wayne Moreno,143539,f,"[(143539, 81464, 'loss', 'Aug / 23 / 2013', '/events/LFC-22-Legacy-Fighting-Championship-22-31303')]"
114332,Carlos Soares,143863,f,"[(143863, 145375, 'win', 'Jul / 30 / 2016', '/events/JF-Jungle-Fight-89-53591'), (143863, 70757, 'loss', 'Apr / 30 / 2016', '/events/JF-Jungle-Fight-86-51985'), (143863, 68398, 'win', 'Sep / 12 / 2015', '/events/JF-Jungle-Fight-81-47471'), (143863, 194007, 'win', 'Jul / 25 / 2015', '/events/WOC-War-of-Champions-5-47103'), (143863, 137381, 'win', 'Dec / 19 / 2014', '/events/MC-Minas-Combat-2-43555'), (143863, 84554, 'win', 'Jun / 06 / 2014', '/events/Brasil-Fight-8-360-38391'), (143863, 143865, 'win', 'Aug / 25 / 2013', '/events/Territorio-4x4-Turbo-SemiFinals-32199')]"
114520,Keith McCabe,144051,f,"[(144051, 61160, 'loss', 'Apr / 02 / 2016', '/events/BFC-Battlezone-Fighting-Championships-15-51753')]"
114732,A.J. Hoffman,144263,a,[]
114890,Theo Christakos,144421,f,"[(144421, 199115, 'loss', 'Aug / 13 / 2016', '/events/Brace-42-Catubig-vs-Mullarkey-51387'), (144421, 6386, 'win', 'Apr / 16 / 2016', '/events/Brace-39-Christakos-vs-Manderson-51383'), (144421, 60790, 'loss', 'Nov / 21 / 2015', '/events/Brace-37-2015-Australian-Championship-Grand-Final-46897'), (144421, 176517, 'win', 'Sep / 19 / 2015', '/events/BFW-36-Brace-36-45947'), (144421, 56756, 'win', 'Mar / 20 / 2015', '/events/BFW-32-Brace-32-43185'), (144421, 176765, 'win', 'Aug / 23 / 2014', '/events/Tuffman-Fight-Show-40389'), (144421, 120431, 'win', 'Aug / 31 / 2013', '/events/Storm-MMA-Storm-Damage-3-31399')]"
115694,Cleber Souza,145225,f,"[(145225, 28185, 'loss', 'Jul / 31 / 2016', '/events/Shooto-Brazil-65-53829'), (145225, 230853, 'win', 'Jun / 25 / 2016', '/events/AWF-American-Warriors-Fight-2-54249'), (145225, 222061, 'loss', 'Apr / 09 / 2016', '/events/Batalha-MMA-2-Reviravolta-vs-Saniba-51353'), (145225, 55059, 'win', 'Nov / 21 / 2015', '/events/Batalha-MMA-1-Rasputin-vs-Dykeman-47573'), (145225, 138571, 'win', 'Sep / 19 / 2015', '/events/EFN-Elite-Fight-Night-48113'), (145225, 182381, 'win', 'Aug / 15 / 2015', '/events/AFC-MMA-Americas-Fighting-Championship-4-46293'), (145225, 22207, 'loss', 'Sep / 25 / 2014', '/events/Thunder-Fight-MMA-Championship-41145'), (145225, 148191, 'win', 'Aug / 09 / 2014', '/events/AFC-MMA-Americas-Fighting-Championship-2-39509'), (145225, 52719, 'loss', 'Jun / 11 / 2014', '/events/Circuito-de-Lutas-Fight-Night-38383'), (145225, 153461, 'win', 'Dec / 14 / 2013', '/events/CFC-Contender-Fight-2-34417'), (145225, 145223, 'loss', 'Sep / 14 / 2013', '/events/CFC-Contender-Fight-1-31747')]"
116072,Mark Andrew,145603,f,"[(145603, 94241, 'loss', 'Feb / 27 / 2016', '/events/BAMMA-24-Kone-vs-Phillips-47917'), (145603, 73698, 'win', 'Sep / 19 / 2015', '/events/BAMMA-22-Duquesnoy-vs-Loughnane-46313')]"
116078,Rhys McKee,145609,f,"[(145609, 80536, 'win', 'Jun / 11 / 2016', '/events/TFC-Warlords-2-53269'), (145609, 213189, 'win', 'Feb / 27 / 2016', '/events/BAMMA-24-Kone-vs-Phillips-47917'), (145609, 56596, 'win', 'Sep / 19 / 2015', '/events/BAMMA-22-Duquesnoy-vs-Loughnane-46313')]"
116414,Daniel Rodriguez,145945,f,"[(145945, 139469, 'win', 'Aug / 11 / 2016', '/events/Combate-Americas-Combate-Ocho-53647'), (145945, 65881, 'win', 'Jun / 14 / 2015', '/events/KOTC-Sanctioned-46367')]"
116658,Lourens Botes,146189,f,"[(146189, 229083, 'loss', 'Aug / 05 / 2016', '/events/EFC-52-EFC-Worldwide-52-53593'), (146189, 74858, 'loss', 'Mar / 05 / 2016', '/events/EFC-Extreme-Fighting-Championship-47-50873'), (146189, 199987, 'win', 'Jul / 11 / 2015', '/events/EFC-Extreme-Fighting-Championship-41-46307'), (146189, 175425, 'win', 'Feb / 21 / 2015', '/events/EFC-Extreme-Fighting-Championship-37-42727'), (146189, 174235, 'loss', 'Oct / 02 / 2014', '/events/EFC-Extreme-Fighting-Championship-34-39393'), (146189, 146207, 'win', 'Jul / 03 / 2014', '/events/EFC-Africa-Extreme-Fighting-Championship-Africa-31-38257'), (146189, 146187, 'loss', 'Mar / 27 / 2014', '/events/EFC-Africa-Extreme-Fighting-Championship-Africa-28-35165'), (146189, 149821, 'loss', 'Nov / 07 / 2013', '/events/EFC-Africa-Extreme-Fighting-Championship-Africa-25-32789'), (146189, 131543, 'loss', 'Jul / 25 / 2013', '/events/EFC-Africa-Extreme-Fighting-Championship-Africa-21-32779')]"
